delta_t,delta_P,N_d,delta_n,Ratio,Variance (%),Total Cost [$],Offline Compute [s]
3456.0,35.0,24.0,4.0,7.142857142857143,4.372759856630824,8103.8035722328095,2.649370636363693
900.0,60.0,8.0,4.0,12.5,3.931718040621266,4439.096861462823,3.1786549363592216
3600.0,25.0,3.0,2.0,160.0,3.8205017921146953,7155.090339082198,3.606956963631092
1600.0,55.0,17.0,4.0,6.4171122994652405,3.615483870967742,4768.033611570184,3.161259336363979
1600.0,95.0,9.0,1.0,28.07017543859649,2.354064516129033,5270.941792840107,3.4215571727307346
2400.0,35.0,4.0,2.0,85.71428571428571,1.554695340501792,5698.152094537639,3.726495554546339
3600.0,65.0,15.0,1.0,24.615384615384617,1.751015531660693,11094.349945234191,3.171601463638416
800.0,85.0,6.0,2.0,23.529411764705884,1.9096774193548387,4835.8040632710445,3.2308524636345366
48.0,780.0,2.0,1.0,15.384615384615383,2.7096774193548385,4958.626025170712,3.144373954543632
135.0,380.0,3.0,1.0,21.05263157894737,4.651087216248507,4749.50802553146,3.292772709094358
1080.0,130.0,11.0,1.0,16.783216783216783,1.348413646621532,6987.1893905133,3.41698135454631
360.0,80.0,2.0,3.0,50.0,3.525925925925926,4211.220627845888,3.762915090907799
1440.0,60.0,12.0,3.0,11.11111111111111,4.735005973715651,4367.728745656235,3.155911263642007
800.0,90.0,18.0,4.0,3.703703703703704,1.1509677419354838,4369.040920915836,2.7455499636337417
200.0,120.0,2.0,3.0,33.333333333333336,0.2838709677419355,4324.35849818841,3.381436663632154
900.0,135.0,8.0,1.0,22.22222222222222,2.092387096774193,4280.423643170886,3.6142996909091543
3600.0,70.0,16.0,1.0,21.428571428571427,3.142078853046595,7421.183665429001,3.8780920545435618
384.0,185.0,4.0,1.0,32.432432432432435,4.372759856630824,4659.98375546788,3.8492691999986577
120.0,230.0,4.0,3.0,8.695652173913043,3.3806451612903223,4521.135840181801,3.1445734727259893
80.0,295.0,2.0,2.0,20.338983050847457,4.774193548387097,4364.873701371664,3.634855609090829
32.0,615.0,2.0,2.0,9.75609756097561,2.1146953405017923,4517.034772137186,3.095326518182198
50.0,410.0,5.0,4.0,2.926829268292683,1.279426523297491,4552.728020923359,2.579412072727626
40.0,900.0,2.0,1.0,13.333333333333334,0.16,4628.226441497622,3.340479500001741
675.0,70.0,7.0,4.0,12.244897959183673,0.060826762246117,4277.072555166576,3.2523040545453443
1800.0,95.0,10.0,1.0,25.26315789473684,3.246451612903225,4885.188556158255,3.2582850727339974
640.0,100.0,11.0,3.0,7.272727272727272,2.813620071684588,4030.683133725729,3.033309854541916
1080.0,100.0,15.0,2.0,8.0,0.6451612903225806,4556.834258840321,3.0902312545433896
216.0,165.0,5.0,3.0,9.696969696969695,1.2345679012345678,4304.213104440412,4.058312654548155
225.0,155.0,5.0,3.0,10.32258064516129,0.7407407407407408,4222.8942361249465,3.5935728090910497
1152.0,80.0,11.0,2.0,13.636363636363637,0.9080246913580248,4680.142107080809,3.389044918182084
1440.0,65.0,9.0,2.0,20.512820512820515,2.256917562724014,4727.94449293662,3.782563054546534
270.0,155.0,10.0,4.0,3.870967741935484,4.675428116288331,4526.920037811698,2.752007845453177
3600.0,45.0,30.0,3.0,5.925925925925926,4.324970131421744,7449.853950556022,3.5812766818165653
300.0,190.0,8.0,2.0,7.894736842105263,4.788109916367981,4197.0109571196745,3.858213318179796
150.0,415.0,5.0,1.0,11.566265060240964,1.8200238948626049,5179.643472578935,3.78745470000087
1920.0,60.0,13.0,2.0,15.384615384615383,3.505161290322581,5252.846986066107,3.7901007818171903
27.0,570.0,3.0,4.0,3.508771929824561,0.1080047789725209,4214.712891763464,3.286543354545508
3600.0,45.0,31.0,3.0,5.734767025089606,0.7555555555555555,7451.514060641976,2.990273690908163
3456.0,65.0,14.0,1.0,26.37362637362637,1.304924996681269,7988.613575285748,3.9736060454557776
45.0,575.0,3.0,2.0,6.956521739130435,0.0693906810035842,6987.512894275007,3.76722022727534
60.0,635.0,2.0,1.0,18.89763779527559,3.4303464755077657,4302.020908694007,4.006813163628315
800.0,85.0,17.0,4.0,4.1522491349480966,2.658064516129032,4567.595419003655,3.237132499998552
360.0,165.0,7.0,2.0,10.38961038961039,0.3373954599761051,4120.820329724407,3.7138410909101367
675.0,85.0,8.0,3.0,11.764705882352942,3.052489048187973,4086.6154902220665,2.8900466818185206
216.0,200.0,5.0,2.0,12.0,0.942519580512412,4333.17966844317,3.605668572727485
80.0,300.0,4.0,3.0,6.666666666666667,2.193548387096774,4420.992313471928,3.214892154543618
2880.0,45.0,21.0,3.0,8.465608465608465,3.9086021505376345,6324.503647009391,2.786555981823106
27.0,565.0,2.0,3.0,7.079646017699115,2.2795698924731185,4601.243189790438,3.5475285909077767
40.0,890.0,2.0,1.0,13.48314606741573,0.16,4815.947265862273,3.0833416909074667
225.0,160.0,8.0,4.0,4.6875,3.563061728395062,4065.904874984168,2.7613211181848203
960.0,90.0,17.0,3.0,5.228758169934641,1.2850657108721626,4254.802231515198,2.6673738363659307
1152.0,60.0,13.0,4.0,7.6923076923076925,2.5698924731182795,4462.687887136739,2.846296654547173
60.0,340.0,3.0,3.0,7.8431372549019605,3.9483870967741934,4147.378174032766,2.7573736272739056
1152.0,65.0,16.0,4.0,5.769230769230769,4.602150537634408,4528.147754915128,2.6801450363643444
1728.0,65.0,23.0,3.0,5.351170568561873,4.455197132616488,5718.170320899136,3.0389859636369776
1152.0,100.0,19.0,2.0,6.315789473684211,1.0842293906810037,4601.242759161479,3.341276245453628
150.0,235.0,6.0,3.0,5.673758865248227,4.426666666666667,4631.108349166698,3.3214670727254334
2400.0,60.0,6.0,1.0,66.66666666666667,1.3625232974910395,7376.478410856477,3.940220745453685
240.0,175.0,4.0,2.0,17.142857142857142,4.659498207885305,5046.635244798209,3.5128400454586055
160.0,280.0,6.0,2.0,7.142857142857143,3.870967741935484,4156.676840696162,3.6148579727278873
108.0,235.0,5.0,4.0,5.1063829787234045,1.3620071684587813,4256.557154994352,2.957854881817845
1440.0,85.0,18.0,2.0,7.8431372549019605,4.593548387096774,4960.049622034249,2.8244679818215612
640.0,95.0,14.0,4.0,4.511278195488722,2.343225806451613,4306.374007374699,3.0879207454537125
150.0,205.0,5.0,3.0,7.804878048780488,4.372759856630824,4102.01307886798,3.407624090907947
64.0,680.0,3.0,1.0,11.764705882352942,3.8978494623655915,5129.2629949232305,3.626709018177776
1800.0,75.0,18.0,2.0,8.88888888888889,2.057290322580645,4596.513316018753,3.699661327274622
144.0,365.0,3.0,1.0,21.91780821917808,1.8896057347670252,4426.504129666591,3.611047209091008
90.0,220.0,2.0,3.0,18.181818181818183,4.114695340501792,4232.338259609733,3.2763311090939995
2700.0,50.0,23.0,3.0,6.956521739130435,1.761146953405018,6562.771427834176,3.244407754547534
432.0,85.0,5.0,4.0,14.117647058823529,2.986857825567503,4113.820717147767,3.6316253272737167
27.0,840.0,3.0,2.0,4.761904761904762,3.9802469135802467,6388.444564561802,4.308024363637245
16.0,885.0,2.0,3.0,4.519774011299435,2.853046594982079,4515.111373539927,3.8150626090937294
480.0,85.0,2.0,2.0,70.58823529411765,4.07741935483871,4264.598818981686,3.4431317636348964
54.0,430.0,4.0,3.0,4.651162790697675,4.9642904553298814,5018.928730088011,2.8207515545456605
48.0,775.0,2.0,1.0,15.483870967741936,2.7096774193548385,4876.132411184563,3.2455844363681865
288.0,285.0,6.0,1.0,14.035087719298245,0.6594982078853047,4632.462677959825,4.41838210909257
32.0,645.0,2.0,2.0,9.30232558139535,1.5985663082437276,4335.6874263427735,3.260410799999425
192.0,160.0,4.0,3.0,12.5,0.9796893667861409,4293.587149921099,2.7815954636369664
100.0,290.0,5.0,3.0,5.517241379310345,4.516129032258064,4498.458397785316,4.085621645455831
96.0,275.0,4.0,3.0,7.2727272727272725,3.990442054958184,4238.8699640445475,2.8690553181817946
450.0,185.0,5.0,1.0,25.945945945945947,2.9101393866985266,4235.709307452445,3.191144909091897
288.0,255.0,5.0,1.0,18.823529411764707,4.217443249701314,4226.704365176829,4.274860681820428
18.0,650.0,2.0,4.0,4.615384615384615,4.296296296296296,4316.886658561772,2.743826527271515
75.0,375.0,5.0,3.0,4.266666666666667,4.573476702508961,4127.275143784012,2.464967918182744
400.0,135.0,14.0,4.0,3.1746031746031744,0.05264516129032258,4092.9501497046394,2.4674736090911953
1920.0,55.0,24.0,4.0,4.545454545454546,0.07741935483870968,4997.0344714162675,2.3860218090915377
135.0,225.0,5.0,3.0,7.111111111111111,1.8717642373556351,4604.813538168422,2.715272281817637
2700.0,55.0,6.0,1.0,72.72727272727273,4.372759856630824,7687.9816774053725,3.4359257090929365
216.0,260.0,3.0,1.0,30.76923076923077,3.875746714456392,4341.4108271990435,3.3641022090913877
1920.0,40.0,7.0,3.0,28.571428571428573,0.24551971326164873,5421.167871801043,2.835621536361445
2160.0,50.0,16.0,3.0,10.0,1.2029204832072216,5492.963977004948,2.8348599454581165
96.0,270.0,4.0,3.0,7.407407407407407,3.990442054958184,5619.8063442335715,2.8084043181800307
144.0,235.0,6.0,3.0,5.673758865248227,0.4444444444444444,5054.337145472519,2.8201454636370973
108.0,160.0,2.0,4.0,18.75,0.6585424133811231,4412.173352924645,4.178939018178922
128.0,220.0,6.0,4.0,4.545454545454546,0.6451612903225806,4203.376614406473,3.9816399181780238
50.0,340.0,2.0,3.0,11.764705882352942,3.752258064516129,4700.530400263625,3.880367200004085
1440.0,115.0,12.0,1.0,17.391304347826086,0.8806690561529271,5483.044400108955,3.328775718179796
480.0,75.0,3.0,3.0,35.55555555555556,4.866666666666666,4104.54863743452,3.614732781820666
1152.0,75.0,8.0,2.0,20.0,2.411469534050179,4239.831784491112,3.305334027270543
90.0,270.0,2.0,2.0,22.22222222222222,4.372759856630824,4235.270254156458,3.9940169545456725
1350.0,80.0,4.0,1.0,75.0,3.0447407407407407,4598.073882070033,4.093681418182149
24.0,740.0,3.0,3.0,3.6036036036036037,0.5734767025089605,4354.747353490344,3.6793827636389653
400.0,110.0,6.0,3.0,12.121212121212121,4.860215053763441,4067.242066362964,3.817065645453774
360.0,175.0,9.0,2.0,7.619047619047619,2.3655913978494625,4200.546660883782,3.451008572726013
15.0,980.0,2.0,3.0,4.081632653061225,1.7596176821983274,13566.926658081475,4.443071754547418
1080.0,75.0,20.0,4.0,4.0,3.7782556750298686,4534.8732443942345,3.134443518180474
90.0,460.0,2.0,1.0,26.08695652173913,0.19784946236559142,4317.892034696423,4.040853790911073
675.0,100.0,2.0,1.0,120.0,3.2682862073543073,4595.673121940766,4.144369499998654
2880.0,40.0,25.0,4.0,6.0,0.13620071684587814,6375.130131069778,3.300582745457756
800.0,100.0,3.0,1.0,80.0,0.3096774193548387,4659.297950751623,4.291657745451878
288.0,185.0,7.0,2.0,9.266409266409266,4.416248506571088,4139.8526789757825,4.199400918181213
320.0,250.0,6.0,1.0,16.0,1.6529032258064518,6104.515702584683,4.226435536355976
540.0,140.0,3.0,1.0,57.142857142857146,0.373715651135006,4106.133237713152,4.215273609089888
192.0,315.0,4.0,1.0,19.047619047619047,2.658064516129032,5242.902409115565,4.115078672729644
75.0,345.0,5.0,3.0,4.63768115942029,0.3201911589008363,8192.325293810536,3.650346318183107
20.0,695.0,2.0,3.0,5.755395683453237,2.853046594982079,4694.90138264263,3.322838418180419
3456.0,30.0,10.0,3.0,26.666666666666668,3.494623655913978,7245.889110596793,3.9620492545416877
16.0,710.0,2.0,4.0,4.225352112676056,1.935483870967742,4189.197609873024,3.450891918177314
30.0,600.0,3.0,3.0,4.444444444444445,2.0501792114695343,4268.950952613249,3.559255163636408
60.0,445.0,5.0,3.0,3.595505617977528,3.990442054958184,4223.75876793257,3.2732366363607897
2400.0,40.0,18.0,4.0,8.333333333333334,2.5114838709677416,5795.499178696233,3.1445632363611367
360.0,160.0,7.0,2.0,10.714285714285714,0.33739545997610515,4148.399566776225,2.918598763634112
1152.0,95.0,5.0,1.0,50.526315789473685,4.387096774193548,4789.55456425246,3.8281407454527323
2880.0,35.0,16.0,4.0,10.714285714285714,1.0867383512544804,6005.692463167567,3.9381006090883273
450.0,130.0,6.0,2.0,15.384615384615385,1.6965352449223419,4101.0120750388105,3.620207981820303
45.0,350.0,3.0,4.0,5.714285714285714,4.6755555555555555,4314.541600666903,3.537050290910305
384.0,210.0,5.0,1.0,22.857142857142858,2.8805256869773,4278.324829159027,3.544317700005856
1920.0,65.0,14.0,2.0,13.186813186813186,4.69763440860215,5236.609950995501,3.5746140545485434
40.0,470.0,4.0,4.0,3.1914893617021276,2.5101075268817206,4474.323189429651,3.3543851090891454
384.0,235.0,7.0,1.0,14.589665653495441,1.6939068100358425,5144.71705971509,4.911970009086707
160.0,200.0,8.0,4.0,3.75,2.34494623655914,4862.39811963127,3.0351742909049126
675.0,80.0,10.0,4.0,7.5,0.882962962962963,4296.032492831506,2.8914223636357663
120.0,290.0,7.0,3.0,3.9408866995073892,2.5185185185185186,4361.031428540198,3.313122372730339
54.0,550.0,4.0,2.0,5.454545454545454,2.9811230585424133,4495.286014615879,3.1563336727280826
192.0,225.0,9.0,3.0,3.950617283950617,4.838709677419355,4387.126742105474,3.107936154550936
48.0,885.0,3.0,1.0,9.03954802259887,2.5089605734767026,7766.350949208048,4.642932863634831
1728.0,55.0,15.0,3.0,9.696969696969697,1.0304659498207887,5146.126629201086,3.713235072726754
